nom_gare;code_uic;code_postal;total_voyageurs_2022;total_voyageurs_2021;total_voyageurs_2020;total_voyageurs_2019;total_voyageurs_2018;totalvoyageurs2017;total_voyageurs_2016;total_voyageurs_2015
Marly-le-Roi;382465;78160;1881402;1725946;989390;1978907;2099153;2242841;2347923;2262911
Marmande;586545;47200;541375;408069;302288;475299;419848;445085;419885;433512
Marquillies;342469;59274;10440;8763;8753;18664;16557;17314;19534;20913
Marseillan Plage;781294;34340;15658;11713;8269;10913;9131;8290;6885;7208
Martigues;753509;13117;35042;25979;17300;40292;41142;50797;47404;52934
Marvejols;783282;48100;17798;9613;9125;15747;21787;25742;29945;33040
Massy TGV;393702;91300;2589355;1789137;1371156;2214961;2397978;3049726;1984315;1695281
Maule;381723;78580;252944;281096;160657;305405;303254;302193;295486;287328
Maurecourt;381483;78570;665925;601236;251355;519455;539598;562963;575732;573999
Maurois;345546;59980;255;158;179;337;474;112;606;1118
Maurs;645168;15400;10054;7095;3962;7724;11296;12471;11859;12099
Mauves-sur-Loire;481150;44470;32165;19867;10727;20802;18128;18573;16388;16069
Mauzac-et-Grand-Castang;584466;24150;1476;474;169;335;391;947;1095;1639
Mayet;396580;72360;23316;19727;16029;33455;36665;33544;34907;35328
Mazamet;615542;81200;68204;52112;40290;55808;48875;61909;58346;60454
Menars;574244;41500;544;69;32;58;317;119;100;131
Mérens-les-Vals;611525;9110;6957;5259;1401;3473;2318;2514;2448;2236
Mériel;276675;95630;401661;379076;150619;394514;378755;369878;355864;341878
Méroux;184408;90400;50340;30976;19146;33018;1385;0;0;0
Messac - Guipry;471185;35480;329671;228180;192045;266882;228442;245555;245557;253292
Metz Nord;192070;57000;48453;36995;25967;35065;30706;30222;24439;17291
Meurchin;345272;62410;46325;31813;34147;75042;66272;66424;64637;66669
Meursault;713560;21190;16073;7705;10755;18328;16723;18019;15772;16038
Meximieux - Pérouges;723585;1800;715335;542160;460159;719403;681491;714130;675399;679778
Mézériat;725838;1660;46871;44867;40104;41775;41173;42703;39153;43827
Milhac-d'Auberoche;595538;24330;0;0;61;436;739;1010;678;209
Milhaud;775098;30540;3616;2728;1989;4354;3206;3753;3213;2195
Moirans;747329;38430;797125;605000;486321;768911;663292;746284;722730;751969
Mommenheim;212142;67670;258153;199465;169598;250511;227190;218014;210960;204272
Monnaie;574681;37380;48872;26816;18587;29171;32319;31161;29767;28395
Montaignac-Saint-Hippolyte;594135;19300;1908;1743;1507;1082;773;992;1050;759
Montbard;713131;21500;378406;308015;265249;370420;362914;417551;407087;423669
Montbizot;396044;72380;30758;16647;12385;29840;35995;35712;31959;29633
Montbrison;726448;42600;143348;104065;84454;148530;136654;157039;136029;160660
Montigny - Beauchamp;276089;95250;4595524;4427028;2474993;4906007;5044611;5036237;5024855;4996765
Montigny-sur-Loing;684100;77690;177306;132847;123409;214722;217333;220429;218474;216959
Montlaur;618207;31450;3565;3822;2656;3826;2600;3700;3845;3554
Montluel;723569;1120;509152;377446;326450;509568;454540;490801;477480;487928
Montmorillon;575480;86500;42964;34892;31402;40196;32379;46147;46247;47460
Montpellier Sud de France;688887;34000;1660814;1297998;1013031;908651;410346;0;0;0
Montrabé;611848;31850;45468;39009;34704;40745;36713;47958;44147;47262
Montreuil sur Mer;317164;62170;41868;20736;2242;2462;2112;29338;51489;57554
Montreux-Vieux;184275;68210;72246;61878;56853;80973;77246;80588;69764;67143
Montville;411801;76710;144073;118795;107338;139489;137586;140096;143585;149546
Moosch;182592;68690;42549;35531;34358;41079;39646;38416;33327;36129
Morcenx;673103;40110;233950;188946;138528;173007;147913;156948;142505;146503
Moulins sur Allier;696328;3000;763246;599672;465073;729618;677474;746273;708622;755149
Mulhouse;182063;68100;5056324;4074689;3408899;5320370;5055333;5174727;4946420;5017072
Mulhouse Dornach;182055;68200;186927;141991;118983;183583;168440;174344;167823;174714
Mullerhof;214643;67280;7531;6460;6121;8058;6052;7022;7271;8688
Munster;182394;68140;228245;212142;205614;245420;252154;276523;276039;274483
Namps - Quevauvillers;313379;80710;1381;1366;413;459;598;794;1198;1084
Nançois - Tronville;175067;55500;1191;891;664;866;858;892;855;1434
Nanterre Université;386318;92000;8029557;6434071;95902;6286199;6151526;6084600;5890393;5665620
Négrondes;595132;24460;7557;4890;1806;2425;1607;1898;2600;2202
Neuves-Maisons;141507;54230;34792;21389;13677;26275;20336;17214;16825;23481
Neuvy-Pailloux;597070;36100;18570;14712;9523;9799;7259;6579;6793;7550
Nevers Le Banlay;559070;58000;84156;68827;61090;45742;47715;52362;47888;44787
Nézel - Aulnay;381731;78410;68248;67723;36842;82508;82478;82538;81051;79481
Nîmes Pont du Gard;703975;30129;745834;590063;405086;15135;0;0;0;0
Niolon;753582;13740;65602;44390;27090;34070;29873;31446;29452;34892
Noisy-le-Roi;393876;78590;0;0;0;237626;243194;249046;251371;253878
Novillars;718411;25220;6281;3500;3548;5509;4642;6307;5781;7068
Noyon;276782;60400;591874;504678;417972;560845;534211;594724;581178;582612
Nuits sous Ravières;713156;89390;43191;30584;22087;34707;27520;30273;29463;31124
Oderen;182634;68830;23064;18495;16780;20299;20875;26678;26481;26341
Oissel;411207;76350;388748;282015;217679;398122;343687;370399;344988;358342
Orangis Bois de l'Épine;681346;91130;2087412;1691900;1131701;2527170;2521689;2526178;2482220;2425727
Orgerus - Béhoust;393447;78910;184840;156359;99230;223446;223646;225459;223046;219288
Osny;381145;95520;493755;440124;184327;404587;448518;503619;551666;530495
Osséja;784868;66340;800;418;360;422;335;263;273;615
Ossès - Saint-Martin-d'Arrossa;673707;64780;5840;5413;3342;3406;1979;2775;2757;1303
Oyonnax;743534;1100;125454;108542;81885;102677;89149;93231;98712;103838
Pagny-le-Château;713669;21250;12001;7235;9037;9308;10308;11080;9126;8135
Paris Austerlitz;547000;75013;19515861;22281301;13203603;21682820;21821140;23212805;23073881;23300254
Paris Saint-Lazare;384008;75008;102910589;91502192;114468385;107340421;108075780;109956754;108771941;107165727
Peille;756791;6440;17444;9254;8434;15368;9778;11081;10098;8002
Penhoët;321745;44600;64777;46245;39787;50651;33875;34382;34666;30736
Petit-Croix;184267;90130;25955;19990;16419;18014;12121;12130;16124;23786
Peyrilhac - Saint-Jouvent;592428;87510;1191;734;268;275;332;461;411;131
Picon Busserine;759290;13014;14851;10272;4073;5253;3197;8841;10309;10906
Pierre-Buffière;592253;87260;19554;20151;21915;20396;17974;18866;20189;14953
Pierrefitte - Stains;271163;93380;10628690;9196051;4800915;9921222;10088539;9460414;8641481;8580947
Pierrelatte;764308;26700;265859;227218;187033;287040;258083;284941;262644;286326
Pins-Justaret;618116;31860;128776;116372;88021;125313;139920;180388;188800;201565
Plerguer;478123;35540;1728;515;116;613;661;2113;2829;2974
Plougonver;473538;22810;6494;4720;3700;4433;4315;3960;5069;5149
Pommevic;618058;82400;0;0;0;28;0;248;654;563
Pont Cardinet;381111;75017;7490334;6257223;3309895;6759706;6103661;5633400;5161047;3511372
Pont de Briques;317115;62360;2047;2093;1501;3964;3210;3307;3704;4158
Pont de Dore;734459;63920;49245;40437;37081;58791;55333;64852;64099;68005
Pont de Rungis Aéroport d'Orly;546192;94150;565341;453089;253935;684422;724937;770494;800574;831672
Pont du Garigliano - Hôpital Européen Georges Pompidou;393322;75015;2199909;1568414;1365313;2663328;2775337;2929009;3017162;3094718
Pont Petit;276154;95310;235584;257836;116823;300226;328806;295774;274583;253752
Pontarlier;715003;25300;257295;204283;181980;180972;175873;187007;176395;176497
Pont-à-Vendin;345264;62880;95291;60636;51875;82222;74389;80989;71944;69868
Pont-de-l'Arche;415661;27340;8398;5916;6016;8975;7213;7658;8840;10860
Pont-de-Veyle;725804;1290;53491;45046;33863;43215;38597;43783;42216;47317
Pont-du-Casse;586404;47480;0;156;360;711;573;451;292;237
Pontgibaud;641316;63230;1;22;55;39;417;398;140;292
Pont-Saint-Vincent;141523;54550;48496;31182;27541;35726;33019;32818;33702;36445
Pornic;481283;44210;207613;149450;106737;148639;111603;103013;81644;40188
Port-de-Bouc;753459;13110;38498;25404;17886;43749;44933;54574;55869;61419
Portets;582718;33640;123754;103146;86776;121322;101476;91047;80217;80757
Prades - Molitg-les-Bains;784637;66500;20067;14130;4349;2701;2780;5209;4925;4797
Prouvy - Thiant;343418;59121;2278;1559;878;1246;904;1160;834;828
Puget-Ville;755363;83390;23967;21907;14026;17979;16446;18586;16824;15366
Puyoô;672279;64270;60356;48583;33039;43793;35064;42721;40671;44584
Quesnoy-le-Montant;317487;80132;0;0;0;96;334;431;919;1658
Quimperlé;476317;29300;409857;301917;225485;300957;269283;282545;266565;277708
Rambouillet;393314;78120;3874743;3141742;2237887;4690955;4924244;5197945;5380142;5551959
Reignac-sur-Indre;571455;37310;14273;18956;23223;35201;42591;43920;48974;49890
Rezé Pont Rousseau;481036;44400;183745;139923;115148;184589;176216;163440;147178;113131
Ribeauvillé;182279;68150;80;0;0;0;6252;15555;20455;21939
Ribécourt;276766;60170;128703;113866;87888;94451;91803;99963;97580;102379
Rivarennes;571653;37190;27365;15135;16259;21814;19409;18529;18089;17120
Rive-de-Gier;726331;42800;680366;507759;419682;708038;658605;692933;658475;658702
Rivesaltes;784173;66600;129029;97363;63974;85145;72553;88885;82488;82009
Roanne;726802;42300;944259;777719;619152;939323;852143;1001053;950175;966343
Rodez;613422;12000;265408;177006;133295;181828;162690;198543;191173;194256
Rognac;753251;13340;223205;178481;154490;221956;205256;229253;222997;240424
Rombas - Clouange;191734;57120;58928;49059;41738;67381;60009;63890;62424;71512
Roppenheim;212415;67930;17120;10661;9793;12481;10372;12334;14099;15631
Roquebrune-Cap-Martin;756460;6190;112595;77252;57143;90870;76162;80701;63277;50498
Roquesérière - Buzet;615351;31380;468;770;813;1016;1322;3204;3009;4009
Rosny Bois Perrier;113696;93110;5348239;4959155;3206275;6404337;6491187;6520046;6464430;6381483
Rosny-sur-Seine;415885;78710;416761;334211;200417;496083;447201;410431;367325;326923
Rouen Rive Droite;411017;76000;6977129;4909637;4070897;6434230;5808945;6047544;5801845;6129661
Rougemont Chanteloup;431791;93270;1642841;1316379;2664824;1916809;1933062;1935774;1901525;1870285
Rountzenheim;212373;67480;40769;30467;22632;31261;27752;29914;32155;34186
Route de Launaguet;611954;31140;183;298;196;0;0;268;255;29
Rully;712026;71150;37542;20718;29406;28812;24595;23776;23150;24306
Russ Hersbach;214684;67130;83263;64459;54688;63451;62414;68659;69828;68740
Saint-André-de-Cubzac;491241;33240;620862;464028;374173;579774;489496;440540;351784;327142
Saint-Armel;471318;35230;9486;4317;2892;3120;2828;1909;7797;12016
Saint-Astier;595249;24110;180909;141576;107474;140127;132628;155975;154801;157923
Saint-Aubin - Saint-Luperce;394213;28300;23878;17062;14947;18501;14033;12809;16298;17792
Saint-Aulaire;594622;19130;5077;2954;1828;1401;923;858;344;333
Saint-Ay;574129;45130;26166;14189;9396;19804;19727;17741;19614;21231
Saint-Blaise-la-Roche Poutay;214742;67420;55525;39027;34872;42757;37984;44093;44583;44420
Saint-Brieuc;473009;22000;1610864;1187493;897060;1340194;1235284;1277265;1217822;1217908
Saint-Claude;743633;39200;34580;22075;14553;33828;25474;33105;33065;33303
Saint-Cloud;382358;92210;8275307;7302705;4434121;9074757;8878763;8758417;8462103;8611117
Saint-Cyprien;595777;24220;14472;10430;7121;5546;8638;8592;7541;8168
Saint-Cyr Les Lecques - La Cadière;755215;83270;366619;302578;237125;339760;319207;343919;317891;313556
Saint-Cyr-en-Val La Source;543116;45590;75227;40964;31852;67204;70305;72935;72580;77618
Saint-Cyr-l'École;393223;78210;3907455;3074076;2275378;4730879;4862074;5019441;5088041;5152121
Sainte-Cécile-d'Andorge;775239;30110;1493;1081;831;1044;982;989;1370;1303
Sainte-Foy-la-Grande;584193;33220;212685;166353;132836;134092;171919;185582;173923;178669
Saint-Émilion;584102;33330;121804;61842;43398;82269;89643;80917;58029;52982
Saint-Fargeau;682542;77310;99778;114066;56040;120792;119266;118313;115100;111544
Saint-Fons;728501;69190;79274;61551;48401;71582;54319;58406;56504;59334
Saint-Georges-d'Aurac;734301;43230;12809;10356;3143;5363;4070;6540;6637;7872
Saint-Geours-de-Maremne;673269;40230;8147;8253;6453;5511;7146;9751;9055;7126
Saint-Germain - Saint-Rémy;393520;27320;0;0;0;0;44;2;60;476
Saint-Germain-au-Mont-d'Or;721282;69650;461731;340945;269883;408397;350384;376630;359983;356255
Saint-Germain-en-Laye Bel-Air - Fourqueux;366922;78100;0;0;0;241825;247908;254373;257161;259013
Saint-Germain-en-Laye Grande Ceinture;382804;78100;0;0;0;159479;152536;145087;136209;127130
Saint-Gildas-des-Bois;476762;44530;32703;22282;16340;33328;38546;47967;49030;43785
Saint-Hilaire - Saint-Nazaire;761684;38330;92489;63464;43997;73432;60475;73427;64778;57959
Saint-Hilaire-de-Chaléons;481234;44680;26154;17864;14462;22733;20289;19155;13337;8326
Saint-Hilaire-sur-Helpe;297531;59292;21;107;44;729;465;205;50;355
Saint-Jean-de-Losne;713651;21170;65862;43560;44316;53468;49342;50434;45894;47875
Saint-Laurent-d'Aigouze;775841;30220;2259;1940;863;425;236;651;596;607
Saint-Léonard;144477;88650;266;707;1435;4653;10002;12313;11314;11573
Saint-Léonard-de-Noblat;592071;87400;36609;26360;23970;36509;37179;43087;44698;44277
Saint-Loubès;584730;33450;134418;96221;81190;97492;74088;64620;52897;54107
Saint-Médard-d'Eyrans;582692;33650;82136;69304;47390;72449;54341;53116;49780;55372
Saint-Nabord;146217;88200;10246;6162;4724;6705;5103;5094;3978;2351
Saint-Nazaire;481705;44600;1128848;862167;627823;958231;851047;926785;882557;903619
Saint-Omer-en-Chaussée;313718;60860;8454;5610;4458;4522;6679;8695;6873;5496
Saint-Patrice;571810;37130;21129;15087;9345;10059;9915;8345;8360;8861
Saint-Pé-de-Bigorre;671362;65270;93;104;97;303;345;1608;1484;2371
Saint-Pierre-des-Corps;571240;37700;3784800;2918332;2121656;3710116;3457033;3697167;3553503;3557596
Saint-Pierre-la-Cour;478768;53410;38897;29585;23633;55467;63282;61035;53593;48323
Saint-Pol-sur-Ternoise;342337;62130;145944;105085;84539;172970;165659;193538;213538;229216
Saint-Quentin;296004;2100;1207993;976291;774203;1092523;1082819;1165507;1131841;1159281
Saint-Romain-de-Popey;721456;69490;18455;13970;11245;20021;17105;20927;21300;23578
Saint-Rome-de-Cernon;783431;12490;3345;1346;943;1656;1755;2114;1974;2808
Saint-Saviol;575365;86400;37650;29328;23456;33056;28325;34869;36575;36325
Saint-Sulpice - Izon;584722;33450;118208;85894;69344;97161;69468;51529;43913;46826
Saint-Sulpice (Tarn);615344;81370;576379;497472;428034;475920;386354;462238;433790;423116
Saint-Victor - Thizy;721043;42630;27710;23935;18210;20748;19050;21617;21460;18268
Saint-Yrieix-la-Perche;592824;87500;26703;21986;12447;25400;19712;26933;27333;27730
Salbris;543165;41300;289499;199298;139089;209773;199767;200632;193643;195333
Salon-de-Provence;753764;13300;258190;216918;157387;251198;213132;224561;210354;225915
Sarralbe;193714;57430;2754;1415;973;3224;3973;4341;3627;4459
Sarrance;672766;64490;1571;1468;1021;1771;997;1262;717;61
Sarrebourg;215012;57400;744777;620016;495281;715228;687339;728487;716037;721389
Sausset-les-Pins;753558;13960;69814;45374;34153;69283;63931;80008;81718;88608
Savonnières;571844;37510;2399;2244;1409;2262;2974;3422;3173;3017
Savy-Berlette;342253;62690;23412;22947;29700;29712;29081;35026;38536;36355
Sceaux - Boëssé;396317;72160;7451;3926;4197;5483;7644;9495;8089;5511
Schirmeck - La Broque;214692;67130;355544;304365;269442;298030;293816;316987;315384;321455
Schopperten;215483;67260;19397;17440;16907;12720;14462;17754;20846;22452
Schwindratzheim;212159;67270;79794;67825;56972;77435;80721;83536;74839;67383
Sens;683003;89100;1255039;961474;778705;1149961;1098717;1187027;1159979;1204338
Séon Saint-Henri;751636;13016;0;0;0;63;1475;1227;645;1104
Serdinya;784702;66360;418;340;151;142;38;80;48;117
Serquigny;444315;27470;31539;23483;15653;28003;28468;30214;25877;29582
Sèvres - Ville-d'Avray;382341;92310;2602668;2383399;775329;2607842;2544443;2500917;2413013;2063088
Sierck-les-Bains;191635;57480;4111;2528;1760;2189;1853;2232;3271;3998
Simandre-sur-Suran;743336;1250;11488;13088;15407;18630;14966;14491;14828;12713
Simiane;751438;13109;150351;102809;86245;150213;149888;159409;153211;156374
Sin-le-Noble;345405;59450;27058;27606;27972;67533;60850;65263;59406;59507
Siorac-en-Périgord;595769;24170;15901;10457;3943;7951;6216;6936;6222;6911
Solliès-Pont;755330;83210;100993;84376;46303;73277;60727;67826;55357;50325
Souillac;594333;46200;136290;105478;82337;109126;96573;111933;109928;113808
Souppes - Château-Landon;684217;77460;563770;597864;375480;691753;674162;684942;656972;643835
Steinbourg;212209;67790;21947;47457;62913;61815;62493;67964;75710;78504
Sucé-sur-Erdre;590828;44240;165475;121972;103295;195057;210510;215005;211592;188923
Suèvres;574236;41500;219;53;49;170;61;62;183;63
Survilliers - Fosses;276261;95470;1745412;1587227;911984;2126297;2119565;2130542;2096114;2050303
Sury-le-Comtal;726422;42450;28997;20619;13371;21113;18364;20035;17312;21352
Tagolsheim;181057;68720;0;0;0;0;2312;3819;4582;3377
Taillebourg;491043;17350;0;0;0;663;368;453;563;252
Taverny;276634;95150;1535829;1429505;714243;1602736;1641770;1616718;1578665;1535157
Templeuve;286625;59242;593652;482148;451953;738654;675777;650435;583486;564443
Thenissey;713099;21150;3923;2697;3006;5014;5561;5167;6434;7543
Théoule-sur-Mer;757583;6590;19850;17608;12268;14349;10721;10507;16923;18791
Thiviers;595124;24800;115906;98132;75710;109391;100021;121456;117815;115606
Thourotte;276741;60150;47726;37603;29235;45937;43935;53099;50880;58107
Torfou-Tiffauges;481291;49660;0;0;0;0;0;0;0;0
Touët-de-l'Escarène;756817;6440;3462;2339;2130;3107;2585;3027;2368;2019
Toulon;755009;83000;4439452;3667722;2524370;3668509;3534118;4122788;3835728;3813793
Trémolat;584474;24510;4335;3034;2828;1260;3224;4480;4644;4761
Tulle;594499;19000;157594;124398;90608;134327;122979;152654;160793;180262
Tullins Fures;761759;38210;398404;317878;243773;398166;319591;349358;304961;301557
Turckheim;182352;68230;41049;28166;28530;47400;40872;49480;49115;50446
Turenne;594556;19500;791;728;297;324;504;587;425;400
Urçay - La Perche;576348;18200;885;925;1943;3024;4200;5286;4913;5743
Urt;672386;64240;6270;5254;3384;5912;2703;2326;1563;2153
Val-de-Vesle;171611;51360;21301;15746;12758;12017;13331;15922;13592;13162
Valdieu;181081;68210;0;0;0;0;0;0;0;0
Valenciennes;343004;59300;2875726;2278287;2034249;3320918;3080883;3244888;3069595;3172059
Vallorcine;746875;74660;23648;10531;7531;12214;10627;8769;8698;8620
Vandières;192476;54121;11202;8806;6261;8932;6514;6031;6315;7460
Vannes;476606;56000;2019329;1512731;1088186;1599913;1412592;1443182;1324949;1322859
